Id,mean_exam_points
10000,55.00620197570562
10001,64.08698814110556
10002,48.733199469980754
10003,92.01668227354548
10004,89.52928781045155
10005,63.40972814373195
10006,42.04645120799667
10007,56.121808696384356
10008,59.17535052573668
10009,78.55914534321673
10010,52.57830228344946
10011,62.07623353880283
10012,53.62527697673128
10013,84.76518656423008
10014,64.82328515125981
10015,60.01635778762024
10016,91.29882607770239
10017,55.68311606601265
10018,55.40727255041569
10019,53.085116761840695
10020,79.66168242741786
10021,58.85023167029725
10022,71.3357946775598
10023,63.59773732249762
10024,55.03678870337645
10025,82.4296354658414
10026,61.171330873495805
10027,54.49424799565956
10028,61.68216323869613
10029,54.85014209443056
10030,71.37675945381093
10031,59.339629869806075
10032,46.45301038673936
10033,53.777410863368644
10034,48.931291581820304
10035,69.72608367675303
10036,55.04253113491821
10037,75.89970833136591
10038,60.68846322451491
10039,90.02630828665379
10040,91.3658323392821
10041,61.15903108139409
10042,59.97733945967608
10043,65.49906858717057
10044,60.979202010466786
10045,49.5262329999697
10046,50.82262272489972
10047,44.67558640251372
10048,60.35431742714379
10049,84.49036913366147
10050,46.646265531238306
10051,90.19786189643591
10052,56.09111672246465
10053,54.50266204937651
10054,55.40727255041569
10055,57.31688987362605
10056,66.48490729195652
10057,54.147031431291445
10058,62.056691116989896
10059,75.79323536198864
10060,67.84312523751451
10061,58.35762155050675
10062,63.59773732249762
10063,54.47347273725502
10064,58.64218021095658
10065,54.142492674479755
10066,51.83997616718344
10067,84.65543553655871
10068,59.36616925486279
10069,56.58169583201615
10070,61.806361529778435
10071,59.70851965912202
10072,54.90964528628978
10073,55.654387766851215
10074,70.30727293138801
10075,62.715349173808306
10076,69.72820707187896
10077,61.44888177319775
10078,60.91479970348247
10079,79.01408193878518
10080,62.438337347177196
10081,58.972890735445674
10082,84.6089243951804
10083,71.54581941418094
10084,54.45424760453094
10085,59.41963524548623
10086,83.96780002411128
10087,80.4040949986147
10088,43.91412020922299
10089,86.43417504777962
10090,54.14981141240936
10091,50.34212373808415
10092,58.05230227874779
10093,69.57392852536715
10094,69.89251342670808
10095,53.90499720010923
10096,85.25619793995129
10097,71.73646760261134
10098,85.04477223772736
10099,54.944428680139275
10100,85.69153606006974
10101,54.66281871925186
10102,59.245148722781295
10103,69.02375642054155
10104,55.17294768748262
10105,52.09221357350818
10106,54.08508549299407
10107,54.50025642380145
10108,58.30616049297641
10109,49.646947617130536
10110,57.618449451300044
10111,52.38420873062424
10112,69.92135275272364
10113,57.33778468057327
10114,57.46279379968542
10115,79.90226889158149
10116,50.43309457281314
10117,82.84884822730348
10118,48.49163344629938
10119,57.71795597132583
10120,65.61813409556704
10121,50.94236595749016
10122,84.6089243951804
10123,55.61766684824067
10124,54.33629581995207
10125,75.24661354447944
10126,53.513352288413785
10127,63.02127167407947
10128,56.02732581322101
10129,54.9580638045005
10130,70.74004181077993
10131,62.12052023154659
10132,45.273036313330074
10133,75.21626791889766
10134,82.3157196538804
10135,86.26487414029731
10136,68.7611760598819
10137,53.75026087363018
10138,84.95298831588136
10139,64.81099182810489
10140,60.63791031771888
10141,62.1327420740011
10142,75.87151240789031
10143,60.643334876641966
10144,44.10144358440169
10145,50.37546378064884
10146,61.68838336066257
10147,53.42511903927074
10148,47.6979128855504
10149,61.87396019720644
10150,88.1285733761882
10151,70.18346496224012
10152,84.5925481895584
10153,60.72812332068471
10154,55.18957201324663
10155,69.35069803801652
10156,57.11842297357609
10157,60.05783609104558
10158,60.08329857044191
10159,58.99044953946271
10160,47.456321553932774
10161,69.69599783021914
10162,51.54225252540321
10163,54.56409002982004
10164,62.77968584215932
10165,83.64826297873583
10166,78.6747494389343
10167,59.393232964219685
10168,82.80259916897604
10169,54.85014209443056
10170,52.27513599207867
10171,52.27513599207867
10172,62.50463765520423
10173,64.6359617760811
10174,62.106319385336725
10175,63.50867046634843
10176,63.61334903432187
10177,55.78153599827248
10178,56.320778222857086
10179,61.440547378099225
10180,74.54734309411154
10181,63.6125516654155
10182,72.67677317577864
10183,54.78878016397958
10184,83.02092236131521
10185,58.57741162810884
10186,59.67702840102344
10187,89.27526408093723
10188,53.037562977341736
10189,62.16796252943991
10190,83.96780002411128
10191,49.27357204753025
10192,73.77713588317388
10193,84.38127143859448
10194,79.52122625552147
10195,69.6938836384669
10196,55.310524261578536
10197,50.898247156927184
10198,42.01761817159721
10199,54.50266204937651
10200,51.94427392535283
10201,52.608388129983354
10202,57.80606783806025
10203,71.8818677309767
10204,71.59320805107379
10205,60.164699723779705
10206,45.93404490588412
10207,71.71404650159799
10208,80.54373977067883
10209,53.77344449430548
10210,90.66445870106493
10211,75.85169340021491
10212,69.69599783021914
10213,79.642645472914
10214,68.36033473064023
10215,59.70851965912202
10216,69.88332120539783
10217,60.74895280957358
10218,57.76355741723218
10219,60.29406784388769
10220,51.70343956970852
10221,63.27943892399676
10222,57.02534561251535
10223,62.80279750373742
10224,87.3349248448922
10225,60.91931402017603
10226,54.48498492018544
10227,52.551478264341696
10228,59.42077966904359
10229,54.15730701739764
10230,78.88715461610452
10231,74.99185831364764
10232,64.68104736945965
10233,55.71857081627352
10234,84.6089243951804
10235,61.06308176828106
10236,55.17354983314252
10237,65.0347369740628
10238,43.870979436230826
10239,82.11933123015892
10240,60.550769503102124
10241,86.15734391670246
10242,55.80499022341937
10243,56.15689046042807
10244,63.00562419739969
10245,70.06530509564352
10246,59.22173689064674
10247,92.04670893959752
10248,57.07691716632913
10249,74.97960638025194
10250,76.70289177173663
10251,60.202165081897306
10252,55.76184364767552
10253,78.8085920061576
10254,55.310524261578536
10255,56.500984652035186
10256,61.51090758923509
10257,69.38660515018846
10258,54.18774673984174
10259,55.18318716223534
10260,50.71492315339494
10261,81.40404185139182
10262,44.54777619643984
10263,75.2889230249063
10264,59.96196977561729
10265,54.92915717652326
10266,55.88616155705907
10267,80.84014499554249
10268,84.78532006133922
10269,78.6747494389343
10270,85.22418940857104
10271,55.905854072573945
10272,54.98531526454197
10273,70.42049968492015
10274,50.898247156927184
10275,49.78880775240389
10276,41.3550034875681
10277,77.17728405341207
10278,60.81534005967093
10279,59.85019067524869
10280,57.6190482248754
10281,79.5755724628989
10282,56.13368681747626
10283,83.77100266508707
10284,55.230603355580236
10285,57.01648540832192
10286,55.03636552551656
10287,60.771713271547696
10288,45.874466876594184
10289,64.16993590142576
10290,84.6089243951804
10291,56.0273893547232
10292,55.22479788214213
10293,55.01531929301764
10294,84.92290246934746
10295,55.01531929301764
10296,49.74982236954271
10297,60.64456742339663
10298,54.751620743336694
10299,54.68998542455521
10300,50.6547703149165
10301,69.33679186919288
10302,69.31258954662832
10303,55.09946601090446
10304,84.79359792471884
10305,70.36440607217995
10306,40.50981261809078
10307,82.34164846559882
10308,64.8474135988841
10309,53.50981141295387
10310,55.4601901485447
10311,55.48659973282584
10312,62.09303479517414
10313,90.44706023160246
10314,46.68523533015179
10315,84.65499568083388
10316,55.17354983314252
10317,44.76812870648833
10318,54.08907580338145
10319,89.20669607353274
10320,56.13227138516238
10321,90.82051203042275
10322,62.602397570701115
10323,79.08274647257782
10324,60.2622673036344
10325,53.375111265071865
10326,55.696060694268866
10327,79.17632622542854
10328,44.47704917811046
10329,64.48230888078913
10330,74.2238947817625
10331,59.967359530226574
10332,60.864176521664454
10333,77.50339041260338
10334,88.30046468650812
10335,65.00480492946592
10336,49.18632525760147
10337,67.59015884396204
10338,58.39690786342196
10339,58.33710807590076
10340,69.70081263242389
10341,65.84591335320863
10342,86.61786322005423
10343,76.58106227990858
10344,64.3691600733419
10345,69.20462125994277
10346,71.23787536971409
10347,58.39004893838846
10348,51.61101629288783
10349,71.904619455646
10350,56.75874831412973
10351,61.74342941944199
10352,76.3479530134449
10353,54.755500129404865
10354,64.81099182810489
10355,70.02733122392884
10356,84.77365392351182
10357,59.85019067524869
10358,69.20462125994277
10359,51.83191259830002
10360,61.993684904957135
10361,65.02259745284489
10362,49.18333830434973
10363,69.41669099672235
10364,61.87174151352165
10365,68.36033473064023
10366,58.10510598527394
10367,57.481199465084906
10368,54.69556383493263
10369,71.17930148862678
10370,74.97960638025194
10371,81.14472845669819
10372,57.06390089365382
10373,52.57830228344946
